,Gender,Country,Hired on,Terminated on,ACTION,Grade,Unnamed: 6,Unnamed: 7,Unnamed: 8,Ethnicity
650,F,2,03/28/2012,05/15/2015,1,1.0,,03/28/201205/15/2015,,Black or African American
651,M,1,02/10/2011,07/07/2014,2,1.0,,02/10/201107/07/2014,,Black or African American
652,F,2,10/14/2013,04/06/2015,1,1.0,,10/14/201304/06/2015,,Black or African American
653,M,2,11/04/2013,03/18/2015,2,1.0,,11/04/201303/18/2015,,Black or African American
654,M,1,03/15/2010,09/05/2014,1,1.0,,03/15/201009/05/2014,,Black or African American
655,F,2,03/10/2014,08/11/2014,2,1.0,,03/10/201408/11/2014,,Black or African American
656,M,2,03/18/2014,03/05/2015,2,3.0,,03/18/201403/05/2015,,Black or African American
657,M,2,05/31/2012,02/14/2014,1,1.0,,05/31/201202/14/2014,,Black or African American
658,F,2,10/15/2007,10/24/2014,1,1.0,,10/15/200710/24/2014,,Black or African American
659,F,1,03/03/2014,09/03/2014,1,1.0,,03/03/201409/03/2014,,Black or African American
660,M,2,10/06/2014,09/01/2015,1,1.0,,10/06/201409/01/2015,,Black or African American
661,M,2,09/08/2014,10/16/2014,1,1.0,,09/08/201410/16/2014,,Black or African American
662,F,2,11/03/1997,07/10/2015,1,1.0,,11/03/199707/10/2015,,Black or African American
663,M,1,08/07/2012,06/27/2014,1,1.0,,08/07/201206/27/2014,,Black or African American
664,M,2,01/25/1999,01/22/2014,1,1.0,,01/25/199901/22/2014,,Black or African American
665,M,1,01/18/1999,07/22/2014,2,1.0,,01/18/199907/22/2014,,Black or African American
666,F,1,06/28/2010,02/13/2015,1,1.0,,06/28/201002/13/2015,,Black or African American
667,F,1,02/22/2011,06/10/2014,1,1.0,,02/22/201106/10/2014,,Black or African American
668,F,1,05/02/2013,07/16/2014,2,1.0,,05/02/201307/16/2014,,Black or African American
669,F,1,07/23/2013,06/13/2014,1,1.0,,07/23/201306/13/2014,,Black or African American
670,F,2,10/29/2012,10/17/2014,1,1.0,,10/29/201210/17/2014,,Black or African American
671,F,2,11/05/2012,06/02/2014,2,1.0,,11/05/201206/02/2014,,Black or African American
672,M,1,09/09/2013,09/08/2015,2,1.0,,09/09/201309/08/2015,,Black or African American
673,F,2,05/11/2009,08/29/2014,1,1.0,,05/11/200908/29/2014,,Black or African American
674,F,2,05/19/2014,08/28/2014,1,1.0,,05/19/201408/28/2014,,Black or African American
675,M,2,11/05/2009,03/27/2014,1,1.0,,11/05/200903/27/2014,,Black or African American
676,M,2,12/07/2009,02/16/2015,2,1.0,,12/07/200902/16/2015,,Black or African American
677,F,2,04/08/2013,05/30/2014,1,1.0,,04/08/201305/30/2014,,Black or African American
678,M,1,12/03/2012,04/04/2014,2,1.0,,12/03/201204/04/2014,,Black or African American
679,F,2,12/26/2012,03/31/2015,1,1.0,,12/26/201203/31/2015,,Black or African American
680,M,2,06/24/2013,04/29/2014,1,1.0,,06/24/201304/29/2014,,Black or African American
681,M,2,04/07/2014,05/09/2014,1,3.0,,04/07/201405/09/2014,,Black or African American
682,M,1,11/04/2013,02/14/2014,1,1.0,,11/04/201302/14/2014,,Black or African American
683,F,1,05/20/2014,05/10/2016,1,1.0,,05/20/201405/10/2016,,Black or African American
684,F,2,05/12/2014,08/07/2014,1,1.0,,05/12/201408/07/2014,,Black or African American
685,M,2,01/16/2006,06/06/2014,1,1.0,,01/16/200606/06/2014,,Black or African American
686,M,2,09/07/1999,08/08/2014,2,1.0,,09/07/199908/08/2014,,Black or African American
687,M,1,08/29/2011,09/14/2015,2,1.0,,08/29/201109/14/2015,,Black or African American
688,M,1,09/29/2014,01/15/2015,2,1.0,,09/29/201401/15/2015,,Black or African American
689,M,1,12/12/2011,08/15/2014,1,1.0,,12/12/201108/15/2014,,Black or African American
690,F,2,07/28/2008,01/13/2014,2,4.0,,07/28/200801/13/2014,,Black or African American
691,M,1,04/15/2013,08/21/2014,1,1.0,,04/15/201308/21/2014,,Black or African American
692,M,2,11/24/2014,04/06/2015,1,1.0,,11/24/201404/06/2015,,Black or African American
693,M,2,11/24/2014,08/25/2015,1,1.0,,11/24/201408/25/2015,,Black or African American
694,M,1,09/12/2007,10/02/2015,1,1.0,,09/12/200710/02/2015,,Black or African American
695,M,1,11/24/2014,11/13/2015,1,1.0,,11/24/201411/13/2015,,Black or African American
696,F,2,09/14/2009,04/20/2015,1,1.0,,09/14/200904/20/2015,,Black or African American
697,F,2,06/02/2014,05/29/2015,1,1.0,,06/02/201405/29/2015,,Black or African American
698,M,2,01/05/2015,05/04/2015,1,1.0,,01/05/201505/04/2015,,Black or African American
699,F,1,02/18/2015,04/12/2016,1,1.0,,02/18/201504/12/2016,,Black or African American
700,F,1,03/16/2015,05/31/2016,1,1.0,,03/16/201505/31/2016,,Black or African American
701,M,1,02/22/2011,05/12/2016,1,1.0,,02/22/201105/12/2016,,Black or African American
702,M,2,02/16/2015,06/16/2015,2,1.0,,02/16/201506/16/2015,,Black or African American
703,F,1,04/06/2015,07/22/2015,1,1.0,,04/06/201507/22/2015,,Black or African American
704,M,2,03/23/2015,05/06/2015,2,1.0,,03/23/201505/06/2015,,Black or African American
705,F,2,05/18/2015,08/14/2015,1,1.0,,05/18/201508/14/2015,,Black or African American
706,F,2,05/26/2015,08/21/2015,2,1.0,,05/26/201508/21/2015,,Black or African American
707,M,2,05/11/2015,08/21/2015,1,1.0,,05/11/201508/21/2015,,Black or African American
708,M,1,08/17/2015,11/09/2015,2,1.0,,08/17/201511/09/2015,,Black or African American
709,F,1,08/11/2015,08/11/2016,1,1.0,,08/11/201508/11/2016,,Black or African American
710,M,2,03/01/2010,03/31/2016,1,1.0,,03/01/201003/31/2016,,Black or African American
711,M,2,06/06/2011,08/18/2016,1,1.0,,06/06/201108/18/2016,,Black or African American
712,M,2,01/23/2012,10/19/2016,1,1.0,,01/23/201210/19/2016,,Black or African American
713,F,1,10/05/2015,01/06/2017,1,1.0,,10/05/201501/06/2017,,Black or African American
714,F,2,11/16/2015,12/03/2015,2,1.0,,11/16/201512/03/2015,,Black or African American
715,M,2,10/24/2011,07/26/2016,1,1.0,,10/24/201107/26/2016,,Black or African American
716,F,2,07/21/2014,01/13/2017,1,1.0,,07/21/201401/13/2017,,Black or African American
717,M,2,11/16/2015,10/11/2016,1,1.0,,11/16/201510/11/2016,,Black or African American
718,M,2,11/02/2015,01/29/2016,2,1.0,,11/02/201501/29/2016,,Black or African American
719,M,2,07/06/2015,11/20/2015,1,1.0,,07/06/201511/20/2015,,Black or African American
720,M,1,08/24/2015,05/04/2016,1,1.0,,08/24/201505/04/2016,,Black or African American
721,M,1,08/24/2015,09/11/2015,1,1.0,,08/24/201509/11/2015,,Black or African American
722,M,2,02/11/2014,06/17/2016,2,1.0,,02/11/201406/17/2016,,Black or African American
723,F,2,03/27/2014,10/28/2016,1,1.0,,03/27/201410/28/2016,,Black or African American
724,F,2,01/05/2004,06/10/2016,1,1.0,,01/05/200406/10/2016,,Black or African American
725,F,2,09/15/2011,09/09/2016,1,1.0,,09/15/201109/09/2016,,Black or African American
726,F,2,02/23/2015,08/24/2015,1,1.0,,02/23/201508/24/2015,,Black or African American
727,M,2,07/13/2015,12/30/2015,1,1.0,,07/13/201512/30/2015,,Black or African American
728,F,2,07/20/2015,05/20/2016,1,1.0,,07/20/201505/20/2016,,Black or African American
729,M,2,11/24/2014,08/14/2015,1,1.0,,11/24/201408/14/2015,,Black or African American
730,F,2,02/20/2012,10/10/2014,1,1.0,,02/20/201210/10/2014,,Black or African American
731,F,2,11/16/2015,12/16/2016,1,1.0,,11/16/201512/16/2016,,Black or African American
732,M,2,05/16/2005,09/22/2016,2,1.0,,05/16/200509/22/2016,,Black or African American
733,M,2,12/11/1998,12/12/2016,2,2.0,,12/11/199812/12/2016,,Black or African American
734,M,2,12/31/2014,03/25/2016,1,1.0,,12/31/201403/25/2016,,Black or African American
735,M,2,07/14/2008,10/05/2016,1,1.0,,07/14/200810/05/2016,,Black or African American
736,M,2,01/05/2015,10/30/2015,2,1.0,,01/05/201510/30/2015,,Black or African American
737,F,2,01/10/2011,03/14/2016,1,1.0,,01/10/201103/14/2016,,Black or African American
738,F,2,07/07/2010,12/16/2016,1,1.0,,07/07/201012/16/2016,,Black or African American
739,M,2,09/03/2013,10/28/2015,2,1.0,,09/03/201310/28/2015,,Black or African American
740,M,2,05/07/2014,10/23/2015,2,2.0,,05/07/201410/23/2015,,Black or African American
741,M,2,09/15/2014,09/18/2015,2,1.0,,09/15/201409/18/2015,,Black or African American
742,M,2,04/13/2015,07/28/2016,1,1.0,,04/13/201507/28/2016,,Black or African American
743,M,1,02/22/1990,01/03/2016,1,5.0,,02/22/199001/03/2016,,Black or African American
744,M,2,11/30/2015,04/06/2016,1,1.0,,11/30/201504/06/2016,,Black or African American
745,M,1,02/03/2014,09/15/2016,1,1.0,,02/03/201409/15/2016,,Black or African American
746,M,1,03/14/2016,09/16/2016,1,1.0,,03/14/201609/16/2016,,Black or African American
747,F,1,02/16/2016,03/08/2016,1,1.0,,02/16/201603/08/2016,,Black or African American
748,M,1,08/11/2014,07/17/2015,1,1.0,,08/11/201407/17/2015,,Black or African American
749,M,2,06/13/2016,07/29/2016,1,1.0,,06/13/201607/29/2016,,Black or African American
750,M,2,07/02/2007,09/21/2007,1,1.0,,07/02/200709/21/2007,,Black or African American
751,F,2,05/03/2011,11/14/2014,1,1.0,,05/03/201111/14/2014,,Black or African American
752,M,1,05/26/2008,12/12/2014,1,1.0,,05/26/200812/12/2014,,Black or African American
753,M,1,08/02/2007,01/31/2014,1,1.0,,08/02/200701/31/2014,,Black or African American
754,F,1,06/11/2012,09/16/2016,1,1.0,,06/11/201209/16/2016,,Black or African American
755,M,1,03/21/2011,01/23/2016,2,1.0,,03/21/201101/23/2016,,Black or African American
756,M,1,06/07/2007,11/17/2015,1,1.0,,06/07/200711/17/2015,,Black or African American
757,M,1,05/29/2000,08/26/2016,1,1.0,,05/29/200008/26/2016,,Black or African American
758,F,1,10/01/2007,10/23/2015,2,1.0,,10/01/200710/23/2015,,Black or African American
759,F,1,09/26/2006,07/04/2014,1,1.0,,09/26/200607/04/2014,,Black or African American
760,M,1,06/04/2012,11/07/2014,1,5.0,,06/04/201211/07/2014,,Black or African American
761,M,1,02/09/1987,02/28/2014,2,5.0,,02/09/198702/28/2014,,Black or African American
762,M,1,10/09/2012,03/16/2015,2,1.0,,10/09/201203/16/2015,,Black or African American
763,M,1,01/26/2004,11/30/2016,1,1.0,,01/26/200411/30/2016,,Black or African American
764,M,1,02/26/2008,01/17/2014,2,1.0,,02/26/200801/17/2014,,Black or African American
765,M,1,07/14/2014,10/17/2014,1,1.0,,07/14/201410/17/2014,,Black or African American
766,M,1,08/25/2007,10/19/2015,2,1.0,,08/25/200710/19/2015,,Black or African American
767,M,1,11/19/2007,07/09/2014,1,1.0,,11/19/200707/09/2014,,Black or African American
768,F,1,09/17/2007,08/09/2016,1,1.0,,09/17/200708/09/2016,,Black or African American
769,F,1,10/15/2013,06/24/2015,1,1.0,,10/15/201306/24/2015,,Black or African American
770,M,1,06/02/2014,05/06/2015,1,1.0,,06/02/201405/06/2015,,Black or African American
771,F,1,07/09/2012,07/25/2014,1,1.0,,07/09/201207/25/2014,,Black or African American
772,F,1,07/26/2007,06/10/2016,1,1.0,,07/26/200706/10/2016,,Black or African American
773,F,2,07/13/2009,01/31/2014,2,1.0,,07/13/200901/31/2014,,Black or African American
774,F,2,07/13/2009,03/14/2014,1,1.0,,07/13/200903/14/2014,,Black or African American
775,M,2,07/15/2002,08/08/2014,1,2.0,,07/15/200208/08/2014,,Black or African American
776,F,2,07/15/2013,06/23/2014,1,1.0,,07/15/201306/23/2014,,Black or African American
777,F,2,06/03/2013,08/06/2014,1,1.0,,06/03/201308/06/2014,,Black or African American
778,M,2,05/10/2004,12/19/2014,1,1.0,,05/10/200412/19/2014,,Black or African American
779,M,2,05/10/2004,03/21/2014,1,1.0,,05/10/200403/21/2014,,Black or African American
780,F,2,01/21/2013,03/09/2015,1,1.0,,01/21/201303/09/2015,,Black or African American
781,M,2,09/03/2013,01/24/2014,2,1.0,,09/03/201301/24/2014,,Black or African American
782,F,2,08/18/2014,02/13/2015,1,1.0,,08/18/201402/13/2015,,Black or African American
783,M,2,02/17/2010,11/26/2014,1,1.0,,02/17/201011/26/2014,,Black or African American
784,M,2,02/22/2010,08/29/2014,1,1.0,,02/22/201008/29/2014,,Black or African American
785,M,2,05/09/1994,06/12/2015,2,4.0,,05/09/199406/12/2015,,Black or African American
786,F,2,02/16/1998,09/25/2014,1,2.0,,02/16/199809/25/2014,,Black or African American
787,F,2,01/11/1999,10/10/2014,2,2.0,,01/11/199910/10/2014,,Black or African American
788,M,1,09/03/2013,09/30/2014,1,1.0,,09/03/201309/30/2014,,Black or African American
789,M,2,04/02/2012,03/25/2014,1,1.0,,04/02/201203/25/2014,,Black or African American
790,F,2,10/14/2013,10/17/2014,1,1.0,,10/14/201310/17/2014,,Black or African American
791,M,2,12/09/2013,01/16/2014,2,1.0,,12/09/201301/16/2014,,Black or African American
792,M,2,09/26/2011,02/17/2014,1,1.0,,09/26/201102/17/2014,,Black or African American
793,M,2,10/22/2012,07/15/2014,1,1.0,,10/22/201207/15/2014,,Black or African American
794,M,2,05/14/2012,10/17/2014,1,1.0,,05/14/201210/17/2014,,Black or African American
795,F,2,02/06/2012,09/29/2014,1,1.0,,02/06/201209/29/2014,,Black or African American
796,M,2,06/04/2012,05/28/2014,1,1.0,,06/04/201205/28/2014,,Black or African American
797,M,2,07/01/2013,12/04/2014,2,1.0,,07/01/201312/04/2014,,Black or African American
798,F,2,10/22/2012,06/05/2014,1,1.0,,10/22/201206/05/2014,,Black or African American
799,F,2,06/06/2014,09/05/2014,1,1.0,,06/06/201409/05/2014,,Black or African American
800,M,2,02/25/2013,04/28/2014,1,1.0,,02/25/201304/28/2014,,Black or African American
801,F,2,08/30/2013,07/11/2014,1,1.0,,08/30/201307/11/2014,,Black or African American
802,F,2,09/23/2013,07/13/2015,2,1.0,,09/23/201307/13/2015,,Black or African American
803,M,2,10/17/2011,08/12/2015,1,1.0,,10/17/201108/12/2015,,Black or African American
804,M,2,02/18/2013,08/06/2015,2,1.0,,02/18/201308/06/2015,,Black or African American
805,M,2,06/20/2011,08/28/2014,1,1.0,,06/20/201108/28/2014,,Black or African American
806,M,2,07/18/2011,01/24/2014,1,1.0,,07/18/201101/24/2014,,Black or African American
807,M,2,08/05/2013,09/16/2014,1,1.0,,08/05/201309/16/2014,,Black or African American
808,F,2,12/30/2013,03/20/2015,1,5.0,,12/30/201303/20/2015,,Black or African American
809,F,2,02/10/2014,08/31/2015,2,1.0,,02/10/201408/31/2015,,Black or African American
810,M,2,10/29/2007,12/30/2014,1,1.0,,10/29/200712/30/2014,,Black or African American
811,F,2,05/14/2012,02/14/2014,1,1.0,,05/14/201202/14/2014,,Black or African American
812,M,2,05/31/2012,05/14/2014,1,1.0,,05/31/201205/14/2014,,Black or African American
813,M,2,09/08/2014,11/06/2014,1,1.0,,09/08/201411/06/2014,,Black or African American
814,F,2,07/28/2014,06/05/2015,1,1.0,,07/28/201406/05/2015,,Black or African American
815,M,1,01/02/1989,04/30/2015,1,8.0,,01/02/198904/30/2015,,Black or African American
816,M,1,03/09/1992,07/22/2014,2,1.0,,03/09/199207/22/2014,,Black or African American
817,M,2,02/17/2014,05/06/2015,1,1.0,,02/17/201405/06/2015,,Black or African American
818,F,1,07/04/1988,06/06/2014,1,4.0,,07/04/198806/06/2014,,Black or African American
819,F,2,11/30/2006,01/17/2014,1,1.0,,11/30/200601/17/2014,,Black or African American
820,M,2,05/08/2000,02/26/2014,1,7.0,,05/08/200002/26/2014,,Black or African American
821,F,2,10/15/2001,06/17/2014,1,1.0,,10/15/200106/17/2014,,Black or African American
822,F,2,09/09/2002,09/12/2014,1,1.0,,09/09/200209/12/2014,,Black or African American
823,M,2,04/09/2012,08/04/2014,1,1.0,,04/09/201208/04/2014,,Black or African American
824,M,2,05/14/2012,06/27/2014,1,1.0,,05/14/201206/27/2014,,Black or African American
825,M,2,07/07/2014,05/19/2015,1,1.0,,07/07/201405/19/2015,,Black or African American
826,M,2,11/07/2011,05/15/2014,2,1.0,,11/07/201105/15/2014,,Black or African American
827,F,2,03/14/2013,05/30/2014,1,1.0,,03/14/201305/30/2014,,Black or African American
828,M,2,04/08/2013,01/30/2015,1,1.0,,04/08/201301/30/2015,,Black or African American
829,M,1,11/19/2012,04/10/2015,1,1.0,,11/19/201204/10/2015,,Black or African American
830,M,2,04/02/2014,04/08/2014,2,1.0,,04/02/201404/08/2014,,Black or African American
831,M,1,10/07/2013,09/05/2014,2,1.0,,10/07/201309/05/2014,,Black or African American
832,M,1,05/20/2014,11/25/2016,1,1.0,,05/20/201411/25/2016,,Black or African American
833,F,1,11/18/2013,07/30/2015,1,1.0,,11/18/201307/30/2015,,Black or African American
834,M,2,08/11/1998,05/09/2015,2,1.0,,08/11/199805/09/2015,,Black or African American
835,M,2,12/10/1990,02/12/2015,2,4.0,,12/10/199002/12/2015,,Black or African American
836,M,2,06/18/2007,03/31/2015,1,7.0,,06/18/200703/31/2015,,Black or African American
837,M,1,02/10/2014,05/21/2015,1,1.0,,02/10/201405/21/2015,,Black or African American
838,M,1,10/21/2013,05/12/2016,1,1.0,,10/21/201305/12/2016,,Black or African American
839,F,1,11/24/2014,12/29/2014,2,1.0,,11/24/201412/29/2014,,Black or African American
840,M,2,11/10/2014,06/12/2015,1,1.0,,11/10/201406/12/2015,,Black or African American
841,M,2,12/01/2014,02/02/2015,1,2.0,,12/01/201402/02/2015,,Black or African American
842,M,1,11/11/2008,01/02/2015,1,1.0,,11/11/200801/02/2015,,Black or African American
843,M,2,12/23/2014,12/25/2014,2,1.0,,12/23/201412/25/2014,,Black or African American
844,M,1,03/09/2015,06/22/2015,1,1.0,,03/09/201506/22/2015,,Black or African American
845,M,2,03/23/2015,04/14/2015,1,1.0,,03/23/201504/14/2015,,Black or African American
846,M,1,04/06/2015,02/01/2016,2,1.0,,04/06/201502/01/2016,,Black or African American
847,F,2,06/17/2013,07/14/2015,1,1.0,,06/17/201307/14/2015,,Black or African American
848,M,2,01/03/2012,08/14/2015,1,1.0,,01/03/201208/14/2015,,Black or African American
849,M,2,09/24/2014,12/29/2016,1,1.0,,09/24/201412/29/2016,,Black or African American
850,F,2,05/17/2010,12/20/2016,1,1.0,,05/17/201012/20/2016,,Black or African American
851,M,2,06/24/1996,10/21/2016,1,4.0,,06/24/199610/21/2016,,Black or African American
852,M,2,07/31/2000,09/29/2015,2,1.0,,07/31/200009/29/2015,,Black or African American
853,M,2,09/19/2011,09/08/2016,2,2.0,,09/19/201109/08/2016,,Black or African American
854,M,2,10/20/2014,01/04/2016,1,1.0,,10/20/201401/04/2016,,Black or African American
855,F,2,06/16/2014,07/13/2016,1,1.0,,06/16/201407/13/2016,,Black or African American
856,M,2,04/11/2005,03/31/2016,1,5.0,,04/11/200503/31/2016,,Black or African American
857,M,2,05/04/2015,10/24/2016,2,1.0,,05/04/201510/24/2016,,Black or African American
858,M,2,03/20/2006,06/17/2016,1,1.0,,03/20/200606/17/2016,,Black or African American
859,M,2,04/02/2012,09/13/2016,1,1.0,,04/02/201209/13/2016,,Black or African American
860,M,2,11/05/2013,12/01/2016,2,1.0,,11/05/201312/01/2016,,Black or African American
861,M,2,07/21/2014,09/09/2015,2,1.0,,07/21/201409/09/2015,,Black or African American
862,F,2,08/24/2015,06/27/2016,1,1.0,,08/24/201506/27/2016,,Black or African American
863,F,2,10/28/2013,07/15/2016,1,1.0,,10/28/201307/15/2016,,Black or African American
864,F,2,01/03/2014,07/05/2016,1,1.0,,01/03/201407/05/2016,,Black or African American
865,F,2,06/16/2014,06/30/2016,1,1.0,,06/16/201406/30/2016,,Black or African American
866,M,2,06/30/2014,09/07/2016,1,1.0,,06/30/201409/07/2016,,Black or African American
867,M,1,08/24/2015,09/11/2016,1,1.0,,08/24/201509/11/2016,,Black or African American
868,F,1,08/24/2015,08/31/2016,1,1.0,,08/24/201508/31/2016,,Black or African American
869,M,2,02/11/2014,07/15/2016,2,1.0,,02/11/201407/15/2016,,Black or African American
870,M,2,06/29/2015,10/19/2016,1,1.0,,06/29/201510/19/2016,,Black or African American
871,M,2,07/27/2015,07/07/2016,1,1.0,,07/27/201507/07/2016,,Black or African American
872,M,2,05/18/2015,06/14/2016,1,1.0,,05/18/201506/14/2016,,Black or African American
873,M,2,01/04/1993,09/19/2016,1,1.0,,01/04/199309/19/2016,,Black or African American
874,F,2,12/05/2005,12/24/2015,1,1.0,,12/05/200512/24/2015,,Black or African American
875,F,2,05/02/2006,05/31/2016,1,1.0,,05/02/200605/31/2016,,Black or African American
876,M,2,12/28/2015,09/13/2016,2,1.0,,12/28/201509/13/2016,,Black or African American
877,F,2,03/17/2014,11/10/2015,1,1.0,,03/17/201411/10/2015,,Black or African American
878,F,2,12/12/2011,08/18/2016,1,1.0,,12/12/201108/18/2016,,Black or African American
879,F,2,10/27/2014,08/02/2016,1,1.0,,10/27/201408/02/2016,,Black or African American
880,M,2,11/10/2014,01/29/2016,1,1.0,,11/10/201401/29/2016,,Black or African American
881,F,2,03/17/2014,04/18/2016,1,1.0,,03/17/201404/18/2016,,Black or African American
882,M,2,05/16/2005,09/23/2016,2,1.0,,05/16/200509/23/2016,,Black or African American
883,M,2,08/18/2014,10/21/2015,2,1.0,,08/18/201410/21/2015,,Black or African American
884,F,2,10/20/2008,03/01/2016,1,1.0,,10/20/200803/01/2016,,Black or African American
885,M,2,08/30/2010,10/05/2015,2,1.0,,08/30/201010/05/2015,,Black or African American
886,F,2,04/04/2011,06/27/2016,2,1.0,,04/04/201106/27/2016,,Black or African American
887,F,2,01/14/2013,09/18/2015,2,1.0,,01/14/201309/18/2015,,Black or African American
888,M,2,11/18/2013,09/13/2016,2,1.0,,11/18/201309/13/2016,,Black or African American
889,M,2,08/19/2013,11/06/2015,1,1.0,,08/19/201311/06/2015,,Black or African American
890,M,2,07/07/2014,04/22/2016,1,1.0,,07/07/201404/22/2016,,Black or African American
891,M,2,04/21/2014,07/11/2016,1,1.0,,04/21/201407/11/2016,,Black or African American
892,M,2,07/07/2014,10/02/2015,1,1.0,,07/07/201410/02/2015,,Black or African American
893,M,2,10/20/2014,07/19/2016,1,1.0,,10/20/201407/19/2016,,Black or African American
894,F,2,06/11/2014,10/17/2016,2,1.0,,06/11/201410/17/2016,,Black or African American
895,M,1,03/21/2016,08/31/2016,1,1.0,,03/21/201608/31/2016,,Black or African American
896,M,1,04/05/2016,09/29/2016,1,1.0,,04/05/201609/29/2016,,Black or African American
897,F,1,01/25/2016,01/25/2016,1,1.0,,01/25/201601/25/2016,,Black or African American
898,M,2,05/16/2016,10/05/2016,1,1.0,,05/16/201610/05/2016,,Black or African American
899,M,1,06/27/2016,08/26/2016,1,1.0,,06/27/201608/26/2016,,Black or African American
900,F,2,05/16/2016,08/12/2016,1,1.0,,05/16/201608/12/2016,,Black or African American
901,F,2,05/16/2016,08/05/2016,1,1.0,,05/16/201608/05/2016,,Black or African American
902,M,1,07/18/2016,01/23/2017,2,1.0,,07/18/201601/23/2017,,Black or African American
903,M,2,08/08/2016,11/29/2016,1,1.0,,08/08/201611/29/2016,,Black or African American
904,M,2,11/28/2016,01/05/2017,1,1.0,,11/28/201601/05/2017,,Black or African American
905,M,1,09/15/2010,08/13/2014,2,1.0,,09/15/201008/13/2014,,Black or African American
906,F,1,08/25/2003,04/01/2016,1,1.0,,08/25/200304/01/2016,,Black or African American
907,F,1,09/25/2006,05/29/2015,1,1.0,,09/25/200605/29/2015,,Black or African American
908,F,1,07/09/2012,12/05/2014,1,1.0,,07/09/201212/05/2014,,Black or African American
909,F,1,07/30/2012,09/14/2015,1,1.0,,07/30/201209/14/2015,,Black or African American
910,M,1,08/07/2012,12/12/2014,2,1.0,,08/07/201212/12/2014,,Black or African American
911,F,1,04/06/1987,08/21/2015,1,1.0,,04/06/198708/21/2015,,Black or African American
912,M,1,06/04/2012,07/28/2014,2,1.0,,06/04/201207/28/2014,,Black or African American
913,M,1,06/14/2007,06/16/2014,2,1.0,,06/14/200706/16/2014,,Black or African American
914,F,1,03/05/2012,07/15/2015,1,1.0,,03/05/201207/15/2015,,Black or African American
915,M,1,10/07/2013,10/28/2014,2,1.0,,10/07/201310/28/2014,,Black or African American
916,M,1,01/15/2014,06/27/2014,2,1.0,,01/15/201406/27/2014,,Black or African American
917,F,1,05/26/2014,07/31/2015,1,1.0,,05/26/201407/31/2015,,Black or African American
918,F,1,09/29/2008,08/06/2014,1,1.0,,09/29/200808/06/2014,,Black or African American
919,F,2,07/12/2010,10/16/2014,1,1.0,,07/12/201010/16/2014,,Black or African American
920,M,2,09/29/2003,12/09/2014,1,1.0,,09/29/200312/09/2014,,Black or African American
921,M,2,07/06/2004,01/05/2015,1,1.0,,07/06/200401/05/2015,,Black or African American
922,M,2,03/11/2002,02/02/2015,1,2.0,,03/11/200202/02/2015,,Black or African American
923,F,2,07/27/2004,04/04/2014,2,1.0,,07/27/200404/04/2014,,Black or African American
924,F,2,03/31/2014,05/09/2014,1,1.0,,03/31/201405/09/2014,,Black or African American
925,M,2,03/01/2010,04/30/2015,1,7.0,,03/01/201004/30/2015,,Black or African American
926,M,2,10/10/2011,06/24/2015,1,1.0,,10/10/201106/24/2015,,Black or African American
927,M,2,04/05/2010,06/02/2014,1,1.0,,04/05/201006/02/2014,,Black or African American
928,F,2,04/19/2010,03/27/2015,1,2.0,,04/19/201003/27/2015,,Black or African American
929,F,2,07/14/2014,11/26/2014,2,1.0,,07/14/201411/26/2014,,Black or African American
930,M,1,08/13/2012,07/02/2014,1,1.0,,08/13/201207/02/2014,,Black or African American
931,M,2,03/21/2011,09/02/2014,2,1.0,,03/21/201109/02/2014,,Black or African American
932,M,2,02/27/2012,09/11/2014,1,1.0,,02/27/201209/11/2014,,Black or African American
933,M,2,02/03/2014,04/25/2014,2,1.0,,02/03/201404/25/2014,,Black or African American
934,M,2,01/27/2014,08/29/2014,2,1.0,,01/27/201408/29/2014,,Black or African American
935,M,2,06/30/2014,10/31/2014,1,1.0,,06/30/201410/31/2014,,Black or African American
936,F,2,01/20/2014,10/17/2014,1,1.0,,01/20/201410/17/2014,,Black or African American
937,F,2,09/06/2011,07/15/2015,1,1.0,,09/06/201107/15/2015,,Black or African American
938,M,2,05/07/2012,01/10/2014,1,1.0,,05/07/201201/10/2014,,Black or African American
939,M,2,07/31/2014,04/03/2015,2,1.0,,07/31/201404/03/2015,,Black or African American
940,M,2,05/29/2012,03/03/2015,1,1.0,,05/29/201203/03/2015,,Black or African American
941,F,2,03/04/2014,03/02/2015,1,1.0,,03/04/201403/02/2015,,Black or African American
942,F,2,01/28/2013,07/31/2014,1,1.0,,01/28/201307/31/2014,,Black or African American
943,F,2,03/11/2013,09/23/2014,1,1.0,,03/11/201309/23/2014,,Black or African American
944,M,2,11/11/2013,12/10/2014,2,1.0,,11/11/201312/10/2014,,Black or African American
945,M,2,08/28/2006,08/27/2014,1,1.0,,08/28/200608/27/2014,,Black or African American
946,F,1,07/21/2014,08/22/2014,2,1.0,,07/21/201408/22/2014,,Black or African American
947,F,2,08/30/2010,05/21/2014,1,1.0,,08/30/201005/21/2014,,Black or African American
948,M,2,09/13/2010,05/20/2015,1,1.0,,09/13/201005/20/2015,,Black or African American
949,F,2,02/10/1992,04/04/2014,2,1.0,,02/10/199204/04/2014,,Black or African American
950,M,2,04/04/2005,05/13/2014,2,1.0,,04/04/200505/13/2014,,Black or African American
951,F,2,10/25/2010,05/01/2015,2,1.0,,10/25/201005/01/2015,,Black or African American
952,F,2,07/25/2011,05/02/2014,2,1.0,,07/25/201105/02/2014,,Black or African American
